selected_order,train_id_filtered,train_id_original,label_id,label_name,label_raw
321,10527,10527,6,art_nouveau,6
322,18600,18600,2,romanticism,2
323,24114,24114,9,renaissance,9
324,33498,33498,9,renaissance,9
325,13471,13471,7,surrealism,7
326,31725,31725,7,surrealism,7
327,23690,23690,9,renaissance,9
328,10557,10557,7,surrealism,7
329,6556,6556,3,expressionism,3
330,45577,45577,1,realism,1
331,41503,41503,7,surrealism,7
332,27872,27872,9,renaissance,9
333,10810,10810,3,expressionism,3
334,38214,38214,4,baroque,4
335,11730,11730,8,ukiyo_e,8
336,27438,27438,8,ukiyo_e,8
337,21779,21779,4,baroque,4
338,34079,34079,7,surrealism,7
339,22915,22915,6,art_nouveau,6
340,8085,8085,6,art_nouveau,6
341,43467,43467,0,impressionism,0
342,14709,14709,5,post_impressionism,5
343,15466,15466,4,baroque,4
344,37172,37172,0,impressionism,0
345,28748,28748,6,art_nouveau,6
346,3104,3104,6,art_nouveau,6
347,708,708,3,expressionism,3
348,38385,38385,1,realism,1
349,23444,23444,4,baroque,4
350,26510,26510,8,ukiyo_e,8
351,8466,8466,7,surrealism,7
352,6230,6230,8,ukiyo_e,8
353,46358,46358,1,realism,1
354,39357,39357,3,expressionism,3
355,16386,16386,4,baroque,4
356,34165,34165,6,art_nouveau,6
357,4168,4168,5,post_impressionism,5
358,5803,5803,7,surrealism,7
359,12753,12753,5,post_impressionism,5
360,2189,2189,0,impressionism,0
361,12187,12187,0,impressionism,0
362,31727,31727,8,ukiyo_e,8
363,19245,19245,1,realism,1
364,37866,37866,1,realism,1
365,43514,43514,5,post_impressionism,5
366,8718,8718,2,romanticism,2
367,28824,28824,9,renaissance,9
368,24468,24468,5,post_impressionism,5
369,48252,48252,5,post_impressionism,5
370,7201,7201,9,renaissance,9
371,9282,9282,7,surrealism,7
372,26820,26820,3,expressionism,3
373,27373,27373,2,romanticism,2
374,22492,22492,3,expressionism,3
375,45637,45637,5,post_impressionism,5
376,45879,45879,9,renaissance,9
377,29339,29339,7,surrealism,7
378,46547,46547,9,renaissance,9
379,10803,10803,1,realism,1
380,20964,20964,7,surrealism,7
381,30032,30032,1,realism,1
382,5222,5222,7,surrealism,7
383,659,659,1,realism,1
384,33245,33245,6,art_nouveau,6
385,5865,5865,2,romanticism,2
386,48871,48871,6,art_nouveau,6
387,22985,22985,5,post_impressionism,5
388,28880,28880,1,realism,1
389,47087,47087,7,surrealism,7
390,26527,26527,1,realism,1
391,9647,9647,0,impressionism,0
392,49545,49545,8,ukiyo_e,8
393,32374,32374,6,art_nouveau,6
394,26158,26158,2,romanticism,2
395,11711,11711,9,renaissance,9
396,27238,27238,9,renaissance,9
397,18353,18353,6,art_nouveau,6
398,49514,49514,3,expressionism,3
399,21724,21724,6,art_nouveau,6
400,25924,25924,6,art_nouveau,6
401,41389,41389,3,expressionism,3
402,4772,4772,7,surrealism,7
403,35204,35204,1,realism,1
404,27878,27878,6,art_nouveau,6
405,5874,5874,7,surrealism,7
406,17804,17804,7,surrealism,7
407,34223,34223,4,baroque,4
408,7841,7841,5,post_impressionism,5
409,15922,15922,0,impressionism,0
410,28366,28366,8,ukiyo_e,8
411,12083,12083,5,post_impressionism,5
412,20033,20033,5,post_impressionism,5
413,14487,14487,7,surrealism,7
414,20818,20818,6,art_nouveau,6
415,37517,37517,4,baroque,4
416,44235,44235,0,impressionism,0
417,48650,48650,8,ukiyo_e,8
418,36235,36235,9,renaissance,9
419,21069,21069,4,baroque,4
420,9523,9523,9,renaissance,9
421,32755,32755,3,expressionism,3
422,12053,12053,5,post_impressionism,5
423,23593,23593,7,surrealism,7
424,8037,8037,8,ukiyo_e,8
425,46976,46976,4,baroque,4
426,16399,16399,7,surrealism,7
427,45785,45785,3,expressionism,3
428,34615,34615,3,expressionism,3
429,7624,7624,0,impressionism,0
430,13661,13661,8,ukiyo_e,8
431,37736,37736,4,baroque,4
432,26541,26541,3,expressionism,3
433,13267,13267,4,baroque,4
434,18082,18082,5,post_impressionism,5
435,48085,48085,2,romanticism,2
436,42767,42767,7,surrealism,7
437,4070,4070,0,impressionism,0
438,16286,16286,4,baroque,4
439,1118,1118,2,romanticism,2
440,10074,10074,0,impressionism,0
441,11373,11373,7,surrealism,7
442,32684,32684,3,expressionism,3
443,46433,46433,4,baroque,4
444,25349,25349,3,expressionism,3
445,6715,6715,1,realism,1
446,34567,34567,6,art_nouveau,6
447,1030,1030,4,baroque,4
448,22753,22753,5,post_impressionism,5
449,11761,11761,8,ukiyo_e,8
450,35896,35896,9,renaissance,9
451,14492,14492,3,expressionism,3
452,25085,25085,1,realism,1
453,20395,20395,8,ukiyo_e,8
454,4813,4813,2,romanticism,2
455,8994,8994,4,baroque,4
456,49691,49691,5,post_impressionism,5
457,21374,21374,8,ukiyo_e,8
458,30242,30242,1,realism,1
459,47578,47578,7,surrealism,7
460,1164,1164,4,baroque,4
461,24810,24810,3,expressionism,3
462,21109,21109,3,expressionism,3
463,3697,3697,9,renaissance,9
464,11438,11438,3,expressionism,3
465,4469,4469,1,realism,1
466,9807,9807,3,expressionism,3
467,47767,47767,5,post_impressionism,5
468,6748,6748,5,post_impressionism,5
469,49184,49184,9,renaissance,9
470,17378,17378,7,surrealism,7
471,36884,36884,5,post_impressionism,5
472,13356,13356,8,ukiyo_e,8
473,32404,32404,5,post_impressionism,5
474,42454,42454,1,realism,1
475,46065,46065,4,baroque,4
476,11538,11538,3,expressionism,3
477,2008,2008,6,art_nouveau,6
478,3221,3221,6,art_nouveau,6
479,44996,44996,8,ukiyo_e,8
480,18762,18762,1,realism,1
481,14165,14165,3,expressionism,3
482,40683,40683,1,realism,1
483,25080,25080,4,baroque,4
484,1822,1822,5,post_impressionism,5
485,44661,44661,6,art_nouveau,6
486,6848,6848,4,baroque,4
487,12635,12635,2,romanticism,2
488,37668,37668,5,post_impressionism,5
489,6095,6095,7,surrealism,7
490,39248,39248,0,impressionism,0
491,10577,10577,9,renaissance,9
492,31074,31074,5,post_impressionism,5
493,29112,29112,7,surrealism,7
494,10192,10192,8,ukiyo_e,8
495,314,314,4,baroque,4
496,11449,11449,3,expressionism,3
497,30745,30745,0,impressionism,0
498,29702,29702,8,ukiyo_e,8
499,27658,27658,1,realism,1
500,23685,23685,5,post_impressionism,5
501,28375,28375,9,renaissance,9
502,3085,3085,6,art_nouveau,6
503,49371,49371,5,post_impressionism,5
504,3751,3751,1,realism,1
505,5048,5048,6,art_nouveau,6
506,29186,29186,2,romanticism,2
507,30708,30708,0,impressionism,0
508,20146,20146,7,surrealism,7
509,32249,32249,4,baroque,4
510,4969,4969,7,surrealism,7
511,30525,30525,5,post_impressionism,5
512,18494,18494,8,ukiyo_e,8
513,38064,38064,0,impressionism,0
514,41836,41836,2,romanticism,2
515,32752,32752,7,surrealism,7
516,20073,20073,6,art_nouveau,6
517,26273,26273,2,romanticism,2
518,13649,13649,2,romanticism,2
519,25533,25533,8,ukiyo_e,8
520,17521,17521,7,surrealism,7
521,25480,25480,2,romanticism,2
522,48234,48234,8,ukiyo_e,8
523,48787,48787,3,expressionism,3
524,32389,32389,4,baroque,4
525,5086,5086,1,realism,1
526,17252,17252,4,baroque,4
527,4039,4039,7,surrealism,7
528,18386,18386,1,realism,1
529,4246,4246,1,realism,1
530,18627,18627,0,impressionism,0
531,879,879,1,realism,1
532,23298,23298,3,expressionism,3
533,29752,29752,3,expressionism,3
534,30172,30172,9,renaissance,9
535,28559,28559,0,impressionism,0
536,18863,18863,6,art_nouveau,6
537,43343,43343,4,baroque,4
538,34210,34210,1,realism,1
539,26083,26083,2,romanticism,2
540,1941,1941,3,expressionism,3
541,22225,22225,9,renaissance,9
542,44691,44691,0,impressionism,0
543,43239,43239,8,ukiyo_e,8
544,23859,23859,9,renaissance,9
545,14158,14158,1,realism,1
546,33875,33875,0,impressionism,0
547,48104,48104,2,romanticism,2
548,23449,23449,1,realism,1
549,6623,6623,9,renaissance,9
550,38264,38264,4,baroque,4
551,26241,26241,9,renaissance,9
552,47591,47591,0,impressionism,0
553,24155,24155,3,expressionism,3
554,32058,32058,3,expressionism,3
555,9331,9331,2,romanticism,2
556,43564,43564,7,surrealism,7
557,3493,3493,0,impressionism,0
558,4878,4878,4,baroque,4
559,47062,47062,1,realism,1
560,998,998,6,art_nouveau,6
561,37086,37086,8,ukiyo_e,8
562,36437,36437,9,renaissance,9
563,34749,34749,7,surrealism,7
564,28616,28616,6,art_nouveau,6
565,37095,37095,7,surrealism,7
566,22810,22810,9,renaissance,9
567,7142,7142,6,art_nouveau,6
568,21558,21558,3,expressionism,3
569,9935,9935,5,post_impressionism,5
570,4788,4788,7,surrealism,7
571,30510,30510,3,expressionism,3
572,31189,31189,8,ukiyo_e,8
573,20083,20083,8,ukiyo_e,8
574,10823,10823,7,surrealism,7
575,672,672,2,romanticism,2
576,15594,15594,2,romanticism,2
577,43048,43048,4,baroque,4
578,21911,21911,2,romanticism,2
579,11868,11868,9,renaissance,9
580,34690,34690,8,ukiyo_e,8
581,11321,11321,9,renaissance,9
582,44211,44211,1,realism,1
583,24614,24614,8,ukiyo_e,8
584,12005,12005,2,romanticism,2
585,3939,3939,5,post_impressionism,5
586,4613,4613,8,ukiyo_e,8
587,36759,36759,1,realism,1
588,31458,31458,5,post_impressionism,5
589,44952,44952,2,romanticism,2
590,4347,4347,3,expressionism,3
591,39327,39327,1,realism,1
592,49922,49922,8,ukiyo_e,8
593,22393,22393,4,baroque,4
594,3156,3156,0,impressionism,0
595,29917,29917,2,romanticism,2
596,37223,37223,1,realism,1
597,13478,13478,2,romanticism,2
598,13871,13871,0,impressionism,0
599,38555,38555,4,baroque,4
600,25329,25329,7,surrealism,7
601,44684,44684,2,romanticism,2
602,985,985,1,realism,1
603,37139,37139,2,romanticism,2
604,35033,35033,2,romanticism,2
605,23730,23730,7,surrealism,7
606,7530,7530,9,renaissance,9
607,44394,44394,2,romanticism,2
608,32948,32948,8,ukiyo_e,8
609,30877,30877,3,expressionism,3
610,29930,29930,8,ukiyo_e,8
611,23415,23415,7,surrealism,7
612,6059,6059,4,baroque,4
613,23679,23679,7,surrealism,7
614,15940,15940,3,expressionism,3
615,6948,6948,3,expressionism,3
616,30095,30095,0,impressionism,0
617,41339,41339,9,renaissance,9
618,49598,49598,5,post_impressionism,5
619,33183,33183,5,post_impressionism,5
620,16580,16580,5,post_impressionism,5
621,1388,1388,4,baroque,4
622,21350,21350,3,expressionism,3
623,49750,49750,4,baroque,4
624,34431,34431,5,post_impressionism,5
625,24454,24454,0,impressionism,0
626,40359,40359,1,realism,1
627,18577,18577,7,surrealism,7
628,33451,33451,6,art_nouveau,6
629,47852,47852,9,renaissance,9
630,4,4,3,expressionism,3
631,29182,29182,9,renaissance,9
632,8230,8230,2,romanticism,2
633,5946,5946,3,expressionism,3
634,7822,7822,6,art_nouveau,6
635,19486,19486,1,realism,1
636,15384,15384,0,impressionism,0
637,41099,41099,0,impressionism,0
638,18183,18183,9,renaissance,9
639,27161,27161,6,art_nouveau,6
640,11645,11645,8,ukiyo_e,8
641,24390,24390,4,baroque,4
642,4850,4850,5,post_impressionism,5
643,47435,47435,6,art_nouveau,6
644,42206,42206,7,surrealism,7
645,45340,45340,9,renaissance,9
646,28169,28169,8,ukiyo_e,8
647,3419,3419,2,romanticism,2
648,42590,42590,0,impressionism,0
649,38734,38734,7,surrealism,7
650,36719,36719,7,surrealism,7
651,29497,29497,1,realism,1
652,4362,4362,9,renaissance,9
653,4028,4028,5,post_impressionism,5
654,3426,3426,4,baroque,4
655,20268,20268,4,baroque,4
656,20057,20057,3,expressionism,3
657,11478,11478,1,realism,1
658,47944,47944,8,ukiyo_e,8
659,29392,29392,9,renaissance,9
660,29046,29046,9,renaissance,9
661,8564,8564,4,baroque,4
662,39506,39506,8,ukiyo_e,8
663,49804,49804,8,ukiyo_e,8
664,25449,25449,0,impressionism,0
665,34921,34921,2,romanticism,2
666,30477,30477,4,baroque,4
667,13519,13519,0,impressionism,0
668,34007,34007,1,realism,1
669,21315,21315,6,art_nouveau,6
670,42424,42424,5,post_impressionism,5
671,48900,48900,0,impressionism,0
672,47632,47632,9,renaissance,9
673,49788,49788,1,realism,1
674,44231,44231,9,renaissance,9
675,10723,10723,6,art_nouveau,6
676,13154,13154,8,ukiyo_e,8
677,13762,13762,9,renaissance,9
678,42811,42811,4,baroque,4
679,30803,30803,4,baroque,4
680,36260,36260,0,impressionism,0
681,21436,21436,2,romanticism,2
682,25970,25970,6,art_nouveau,6
683,32203,32203,5,post_impressionism,5
684,7180,7180,8,ukiyo_e,8
685,41280,41280,7,surrealism,7
686,28086,28086,9,renaissance,9
687,13701,13701,4,baroque,4
688,1003,1003,6,art_nouveau,6
689,9058,9058,2,romanticism,2
690,44234,44234,9,renaissance,9
691,25674,25674,6,art_nouveau,6
692,45055,45055,6,art_nouveau,6
693,35143,35143,9,renaissance,9
694,38162,38162,8,ukiyo_e,8
695,22476,22476,4,baroque,4
696,23006,23006,2,romanticism,2
697,45343,45343,4,baroque,4
698,36127,36127,7,surrealism,7
699,49709,49709,8,ukiyo_e,8
700,13098,13098,2,romanticism,2
701,37195,37195,0,impressionism,0
702,4107,4107,6,art_nouveau,6
703,41335,41335,4,baroque,4
704,25222,25222,8,ukiyo_e,8
705,35839,35839,2,romanticism,2
706,29718,29718,5,post_impressionism,5
707,46952,46952,4,baroque,4
708,29827,29827,7,surrealism,7
709,17542,17542,6,art_nouveau,6
710,24915,24915,2,romanticism,2
711,4513,4513,3,expressionism,3
712,19936,19936,8,ukiyo_e,8
713,46524,46524,4,baroque,4
714,24510,24510,8,ukiyo_e,8
715,27441,27441,4,baroque,4
716,12001,12001,5,post_impressionism,5
717,23353,23353,7,surrealism,7
718,27292,27292,3,expressionism,3
719,34203,34203,4,baroque,4
720,12147,12147,8,ukiyo_e,8
721,15291,15291,5,post_impressionism,5
722,46879,46879,7,surrealism,7
723,8690,8690,4,baroque,4
724,12653,12653,0,impressionism,0
725,31469,31469,3,expressionism,3
726,2954,2954,8,ukiyo_e,8
727,3003,3003,3,expressionism,3
728,15813,15813,2,romanticism,2
729,6656,6656,0,impressionism,0
730,12773,12773,2,romanticism,2
731,39530,39530,3,expressionism,3
732,34407,34407,6,art_nouveau,6
733,8836,8836,9,renaissance,9
734,14617,14617,3,expressionism,3
735,22835,22835,4,baroque,4
736,15980,15980,8,ukiyo_e,8
737,37915,37915,7,surrealism,7
738,1570,1570,4,baroque,4
739,35907,35907,6,art_nouveau,6
740,26089,26089,7,surrealism,7
741,20913,20913,9,renaissance,9
742,9957,9957,4,baroque,4
743,18275,18275,5,post_impressionism,5
744,15431,15431,9,renaissance,9
745,23493,23493,1,realism,1
746,15789,15789,1,realism,1
747,35779,35779,8,ukiyo_e,8
748,11980,11980,5,post_impressionism,5
749,44905,44905,6,art_nouveau,6
750,35762,35762,9,renaissance,9
751,27092,27092,7,surrealism,7
752,46834,46834,1,realism,1
753,33437,33437,4,baroque,4
754,47380,47380,5,post_impressionism,5
755,1590,1590,2,romanticism,2
756,26755,26755,8,ukiyo_e,8
757,21758,21758,4,baroque,4
758,3001,3001,2,romanticism,2
759,44111,44111,0,impressionism,0
760,43519,43519,1,realism,1
761,628,628,3,expressionism,3
762,20736,20736,4,baroque,4
763,11902,11902,4,baroque,4
764,6366,6366,7,surrealism,7
765,17132,17132,2,romanticism,2
766,9478,9478,2,romanticism,2
767,41870,41870,4,baroque,4
768,12932,12932,7,surrealism,7
769,13641,13641,3,expressionism,3
770,19626,19626,3,expressionism,3
771,9951,9951,1,realism,1
772,28962,28962,4,baroque,4
773,28445,28445,3,expressionism,3
774,19698,19698,3,expressionism,3
775,44223,44223,6,art_nouveau,6
776,2996,2996,4,baroque,4
777,13637,13637,5,post_impressionism,5
778,22470,22470,5,post_impressionism,5
779,36086,36086,4,baroque,4
780,28917,28917,5,post_impressionism,5
781,17649,17649,9,renaissance,9
782,27955,27955,1,realism,1
783,2854,2854,4,baroque,4
784,13389,13389,6,art_nouveau,6
785,13048,13048,4,baroque,4
786,22332,22332,3,expressionism,3
787,30577,30577,4,baroque,4
788,34734,34734,9,renaissance,9
789,19538,19538,8,ukiyo_e,8
790,39586,39586,7,surrealism,7
791,5572,5572,6,art_nouveau,6
792,47750,47750,8,ukiyo_e,8
793,30963,30963,6,art_nouveau,6
794,35495,35495,7,surrealism,7
795,20262,20262,1,realism,1
796,44659,44659,3,expressionism,3
797,21745,21745,8,ukiyo_e,8
798,47248,47248,6,art_nouveau,6
799,36227,36227,4,baroque,4
800,28786,28786,7,surrealism,7
801,35619,35619,3,expressionism,3
802,45999,45999,9,renaissance,9
